relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_5885_36583_5886,5885,36583,36583,36584,5886,9,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.07100943843515609, ""https://example.org/narrative-character-ontology#threatens"": 0.07883089522542489, ""https://example.org/narrative-character-ontology#protects"": 0.03967739197866888, ""https://example.org/narrative-character-ontology#loves"": 0.038456646963070995, ""https://example.org/narrative-character-ontology#kills"": 0.018596419346094524, ""https://example.org/narrative-character-ontology#hates"": 0.02663814081240254, ""https://example.org/narrative-character-ontology#guides"": 0.06762546943719758, ""https://example.org/narrative-character-ontology#follows"": 0.032447054834152105, ""https://example.org/narrative-character-ontology#fears"": 0.42616879875296376, ""https://example.org/narrative-character-ontology#distrusts"": 0.0354971861128341, ""https://example.org/narrative-character-ontology#deceives"": 0.04400473223420913, ""https://example.org/narrative-character-ontology#commands"": 0.039138619045575536, ""https://example.org/narrative-character-ontology#betrays"": 0.03367376521481256, ""https://example.org/narrative-character-ontology#attacks"": 0.048235441607437285}",nli_grouped_softmax
rel_5887_36605_5888,5887,36605,36605,36606,5888,9,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.11611339275055974, ""https://example.org/narrative-character-ontology#threatens"": 0.06263847696890752, ""https://example.org/narrative-character-ontology#protects"": 0.054209083537859776, ""https://example.org/narrative-character-ontology#loves"": 0.05254124537539817, ""https://example.org/narrative-character-ontology#kills"": 0.032943751671287, ""https://example.org/narrative-character-ontology#hates"": 0.03814085385662731, ""https://example.org/narrative-character-ontology#guides"": 0.14212623973082902, ""https://example.org/narrative-character-ontology#follows"": 0.043388404906295724, ""https://example.org/narrative-character-ontology#fears"": 0.10137485173079092, ""https://example.org/narrative-character-ontology#distrusts"": 0.054421251891960204, ""https://example.org/narrative-character-ontology#deceives"": 0.08620392194641562, ""https://example.org/narrative-character-ontology#commands"": 0.07949236563915002, ""https://example.org/narrative-character-ontology#betrays"": 0.05636852793129549, ""https://example.org/narrative-character-ontology#attacks"": 0.08003763206262368}",nli_grouped_softmax
rel_5918_36836_5919,5918,36836,36836,36838,5919,7,11,"{""https://example.org/narrative-character-ontology#locatedIn"": 1.0}",single_candidate_router
rel_5934_36922_5935,5934,36922,36922,36923,5935,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.10009242288046175, ""https://example.org/narrative-character-ontology#threatens"": 0.06538629879424, ""https://example.org/narrative-character-ontology#protects"": 0.06772592106525306, ""https://example.org/narrative-character-ontology#loves"": 0.08536313221144544, ""https://example.org/narrative-character-ontology#kills"": 0.029299731816370748, ""https://example.org/narrative-character-ontology#hates"": 0.043984106948693036, ""https://example.org/narrative-character-ontology#guides"": 0.0981564601740879, ""https://example.org/narrative-character-ontology#follows"": 0.07014925861717299, ""https://example.org/narrative-character-ontology#fears"": 0.06785832751591725, ""https://example.org/narrative-character-ontology#distrusts"": 0.08645375208291045, ""https://example.org/narrative-character-ontology#deceives"": 0.09238973348051134, ""https://example.org/narrative-character-ontology#commands"": 0.04868596828249394, ""https://example.org/narrative-character-ontology#betrays"": 0.0856135862096815, ""https://example.org/narrative-character-ontology#attacks"": 0.05884129992076072}",nli_grouped_softmax
rel_5949_36992_5950,5949,36992,36992,36993,5950,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.06731486329206894, ""https://example.org/narrative-character-ontology#threatens"": 0.05076232781632621, ""https://example.org/narrative-character-ontology#protects"": 0.11141782387363212, ""https://example.org/narrative-character-ontology#loves"": 0.22136451923929604, ""https://example.org/narrative-character-ontology#kills"": 0.02196090607553404, ""https://example.org/narrative-character-ontology#hates"": 0.01594190817521548, ""https://example.org/narrative-character-ontology#guides"": 0.15720105557250327, ""https://example.org/narrative-character-ontology#follows"": 0.07801038829263243, ""https://example.org/narrative-character-ontology#fears"": 0.018170706257137636, ""https://example.org/narrative-character-ontology#distrusts"": 0.02360667476481043, ""https://example.org/narrative-character-ontology#deceives"": 0.059695931921620024, ""https://example.org/narrative-character-ontology#commands"": 0.06034065347544774, ""https://example.org/narrative-character-ontology#betrays"": 0.05268147501773055, ""https://example.org/narrative-character-ontology#attacks"": 0.061530766226045204}",nli_grouped_softmax
rel_5959_37046_5960,5959,37046,37046,37051,5960,9,7,"{""https://example.org/narrative-character-ontology#usesObject"": 0.48713244890703733, ""https://example.org/narrative-character-ontology#possessesObject"": 0.18444377027349976, ""https://example.org/narrative-character-ontology#destroysObject"": 0.13284986404911023, ""https://example.org/narrative-character-ontology#createsObject"": 0.1955739167703527}",nli_grouped_softmax
rel_5979_37222_5980,5979,37222,37222,37223,5980,9,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.2964379631938148, ""https://example.org/narrative-character-ontology#rulesOver"": 0.37368349298525716, ""https://example.org/narrative-character-ontology#locatedIn"": 0.11127221291124537, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.21860633090968257}",nli_grouped_softmax
rel_5995_37350_5996,5995,37350,37350,37352,5996,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.09340229656864507, ""https://example.org/narrative-character-ontology#threatens"": 0.06173514831494661, ""https://example.org/narrative-character-ontology#protects"": 0.08860440360481668, ""https://example.org/narrative-character-ontology#loves"": 0.04628266551025093, ""https://example.org/narrative-character-ontology#kills"": 0.02363887247983293, ""https://example.org/narrative-character-ontology#hates"": 0.0335976120990122, ""https://example.org/narrative-character-ontology#guides"": 0.11070154635112674, ""https://example.org/narrative-character-ontology#follows"": 0.09468805039714231, ""https://example.org/narrative-character-ontology#fears"": 0.06077803355406538, ""https://example.org/narrative-character-ontology#distrusts"": 0.08800077497397693, ""https://example.org/narrative-character-ontology#deceives"": 0.09404297615824744, ""https://example.org/narrative-character-ontology#commands"": 0.0650145600748, ""https://example.org/narrative-character-ontology#betrays"": 0.08202574168281385, ""https://example.org/narrative-character-ontology#attacks"": 0.05748731823032268}",nli_grouped_softmax
rel_6008_37445_6010,6008,37445,37445,37447,6010,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.08474789455552037, ""https://example.org/narrative-character-ontology#threatens"": 0.07992487675601298, ""https://example.org/narrative-character-ontology#protects"": 0.07108665692973708, ""https://example.org/narrative-character-ontology#loves"": 0.04211745037175908, ""https://example.org/narrative-character-ontology#kills"": 0.021595682337987435, ""https://example.org/narrative-character-ontology#hates"": 0.027837934835328305, ""https://example.org/narrative-character-ontology#guides"": 0.18348663672378498, ""https://example.org/narrative-character-ontology#follows"": 0.07626485017735342, ""https://example.org/narrative-character-ontology#fears"": 0.03377628834164983, ""https://example.org/narrative-character-ontology#distrusts"": 0.051805348816959675, ""https://example.org/narrative-character-ontology#deceives"": 0.12476096829227414, ""https://example.org/narrative-character-ontology#commands"": 0.09289573897255017, ""https://example.org/narrative-character-ontology#betrays"": 0.05190663001409044, ""https://example.org/narrative-character-ontology#attacks"": 0.057793042874991984}",nli_grouped_softmax
rel_6013_37460_6014,6013,37460,37460,37462,6014,9,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.7101325910428058, ""https://example.org/narrative-character-ontology#rulesOver"": 0.08497905595061855, ""https://example.org/narrative-character-ontology#locatedIn"": 0.06180878154385035, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.14307957146272537}",nli_grouped_softmax
rel_6044_37801_6045,6044,37801,37801,37803,6045,17,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.680628888025493, ""https://example.org/narrative-character-ontology#rulesOver"": 0.08910487805810847, ""https://example.org/narrative-character-ontology#locatedIn"": 0.062326843394803745, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.16793939052159473}",nli_grouped_softmax
rel_6064_37985_6065,6064,37985,37985,37986,6065,9,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.10871192339343996, ""https://example.org/narrative-character-ontology#threatens"": 0.07641373186262242, ""https://example.org/narrative-character-ontology#protects"": 0.046802098489781195, ""https://example.org/narrative-character-ontology#loves"": 0.02974922381632079, ""https://example.org/narrative-character-ontology#kills"": 0.031667883909580696, ""https://example.org/narrative-character-ontology#hates"": 0.03652077097151579, ""https://example.org/narrative-character-ontology#guides"": 0.16804778171640355, ""https://example.org/narrative-character-ontology#follows"": 0.044311336242795846, ""https://example.org/narrative-character-ontology#fears"": 0.05870298289336594, ""https://example.org/narrative-character-ontology#distrusts"": 0.07094774828405427, ""https://example.org/narrative-character-ontology#deceives"": 0.10103422203128448, ""https://example.org/narrative-character-ontology#commands"": 0.11628967673037024, ""https://example.org/narrative-character-ontology#betrays"": 0.057455237504176804, ""https://example.org/narrative-character-ontology#attacks"": 0.05334538215428806}",nli_grouped_softmax
rel_6090_38167_6091,6090,38167,38167,38170,6091,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.09010515172497367, ""https://example.org/narrative-character-ontology#threatens"": 0.06426959872856086, ""https://example.org/narrative-character-ontology#protects"": 0.06579370834071646, ""https://example.org/narrative-character-ontology#loves"": 0.031048411676567165, ""https://example.org/narrative-character-ontology#kills"": 0.023208811865275403, ""https://example.org/narrative-character-ontology#hates"": 0.03363697062675439, ""https://example.org/narrative-character-ontology#guides"": 0.09629184104245418, ""https://example.org/narrative-character-ontology#follows"": 0.0673539611707514, ""https://example.org/narrative-character-ontology#fears"": 0.06848147552048026, ""https://example.org/narrative-character-ontology#distrusts"": 0.13059110304680915, ""https://example.org/narrative-character-ontology#deceives"": 0.10847548641957966, ""https://example.org/narrative-character-ontology#commands"": 0.04319072522513163, ""https://example.org/narrative-character-ontology#betrays"": 0.11960330391440321, ""https://example.org/narrative-character-ontology#attacks"": 0.05794945069754267}",nli_grouped_softmax
rel_6103_38240_6104,6103,38240,38240,38241,6104,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09677332852214109, ""https://example.org/narrative-character-ontology#threatens"": 0.0424840723316765, ""https://example.org/narrative-character-ontology#protects"": 0.05154672160454786, ""https://example.org/narrative-character-ontology#loves"": 0.2939634408910006, ""https://example.org/narrative-character-ontology#kills"": 0.012881212597592775, ""https://example.org/narrative-character-ontology#hates"": 0.030066936474722798, ""https://example.org/narrative-character-ontology#guides"": 0.07890699354584575, ""https://example.org/narrative-character-ontology#follows"": 0.05318299019368382, ""https://example.org/narrative-character-ontology#fears"": 0.05950398585815576, ""https://example.org/narrative-character-ontology#distrusts"": 0.06321806977955607, ""https://example.org/narrative-character-ontology#deceives"": 0.06586490823950268, ""https://example.org/narrative-character-ontology#commands"": 0.03577517571213783, ""https://example.org/narrative-character-ontology#betrays"": 0.07529357923303372, ""https://example.org/narrative-character-ontology#attacks"": 0.04053858501640288}",nli_grouped_softmax
rel_6115_38334_6116,6115,38334,38334,38335,6116,3,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.2367494066179157, ""https://example.org/narrative-character-ontology#rulesOver"": 0.38064064509691586, ""https://example.org/narrative-character-ontology#locatedIn"": 0.17044095716230104, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2121689911228675}",nli_grouped_softmax
rel_6117_38339_6118,6117,38339,38339,38340,6118,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.1655069590564248, ""https://example.org/narrative-character-ontology#threatens"": 0.04811825755851294, ""https://example.org/narrative-character-ontology#protects"": 0.047464867467398114, ""https://example.org/narrative-character-ontology#loves"": 0.05082300874590118, ""https://example.org/narrative-character-ontology#kills"": 0.022333405344815916, ""https://example.org/narrative-character-ontology#hates"": 0.02667743108153737, ""https://example.org/narrative-character-ontology#guides"": 0.12864544315421464, ""https://example.org/narrative-character-ontology#follows"": 0.07833279613585618, ""https://example.org/narrative-character-ontology#fears"": 0.0510219243779745, ""https://example.org/narrative-character-ontology#distrusts"": 0.12444414648242529, ""https://example.org/narrative-character-ontology#deceives"": 0.06765910887358904, ""https://example.org/narrative-character-ontology#commands"": 0.06872458480336519, ""https://example.org/narrative-character-ontology#betrays"": 0.08089830969693813, ""https://example.org/narrative-character-ontology#attacks"": 0.03934975722104663}",nli_grouped_softmax
rel_6134_38451_6135,6134,38451,38451,38452,6135,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.11092473682075628, ""https://example.org/narrative-character-ontology#threatens"": 0.06982284857432743, ""https://example.org/narrative-character-ontology#protects"": 0.05384963764847237, ""https://example.org/narrative-character-ontology#loves"": 0.05437808914596233, ""https://example.org/narrative-character-ontology#kills"": 0.02686658106504668, ""https://example.org/narrative-character-ontology#hates"": 0.04903065303549447, ""https://example.org/narrative-character-ontology#guides"": 0.12338348101758174, ""https://example.org/narrative-character-ontology#follows"": 0.05709916109370017, ""https://example.org/narrative-character-ontology#fears"": 0.05799834204314798, ""https://example.org/narrative-character-ontology#distrusts"": 0.08356700788500028, ""https://example.org/narrative-character-ontology#deceives"": 0.10021214858602477, ""https://example.org/narrative-character-ontology#commands"": 0.05995639509974225, ""https://example.org/narrative-character-ontology#betrays"": 0.08171093711924585, ""https://example.org/narrative-character-ontology#attacks"": 0.0711999808654975}",nli_grouped_softmax
rel_6148_38577_6149,6148,38577,38577,38582,6149,9,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.24917956728917046, ""https://example.org/narrative-character-ontology#rulesOver"": 0.13285622657621549, ""https://example.org/narrative-character-ontology#locatedIn"": 0.27770856259975796, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.34025564353485604}",nli_grouped_softmax
rel_6153_38712_6154,6153,38712,38712,38714,6154,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.1368684557859557, ""https://example.org/narrative-character-ontology#threatens"": 0.04351145314234211, ""https://example.org/narrative-character-ontology#protects"": 0.07525450406847281, ""https://example.org/narrative-character-ontology#loves"": 0.05243360127737901, ""https://example.org/narrative-character-ontology#kills"": 0.020674138452629127, ""https://example.org/narrative-character-ontology#hates"": 0.023749356706418926, ""https://example.org/narrative-character-ontology#guides"": 0.11029956421205105, ""https://example.org/narrative-character-ontology#follows"": 0.1141904814665629, ""https://example.org/narrative-character-ontology#fears"": 0.041478392606770054, ""https://example.org/narrative-character-ontology#distrusts"": 0.08050011146390147, ""https://example.org/narrative-character-ontology#deceives"": 0.10220985485958421, ""https://example.org/narrative-character-ontology#commands"": 0.06405505475166884, ""https://example.org/narrative-character-ontology#betrays"": 0.08841207621392665, ""https://example.org/narrative-character-ontology#attacks"": 0.04636295499233698}",nli_grouped_softmax
rel_6164_38792_6166,6164,38792,38792,38797,6166,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09448310365028521, ""https://example.org/narrative-character-ontology#threatens"": 0.06641227863986926, ""https://example.org/narrative-character-ontology#protects"": 0.05976458184560709, ""https://example.org/narrative-character-ontology#loves"": 0.12131870653450853, ""https://example.org/narrative-character-ontology#kills"": 0.022376053204874877, ""https://example.org/narrative-character-ontology#hates"": 0.03243003772723022, ""https://example.org/narrative-character-ontology#guides"": 0.09843895857323273, ""https://example.org/narrative-character-ontology#follows"": 0.0847768562240811, ""https://example.org/narrative-character-ontology#fears"": 0.02878759193346741, ""https://example.org/narrative-character-ontology#distrusts"": 0.045644447089260826, ""https://example.org/narrative-character-ontology#deceives"": 0.15669173379161058, ""https://example.org/narrative-character-ontology#commands"": 0.05815253421462312, ""https://example.org/narrative-character-ontology#betrays"": 0.07279729760200508, ""https://example.org/narrative-character-ontology#attacks"": 0.057925818969343956}",nli_grouped_softmax
rel_6203_39055_6204,6203,39055,39055,39057,6204,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.08855567914228595, ""https://example.org/narrative-character-ontology#threatens"": 0.06645480695939623, ""https://example.org/narrative-character-ontology#protects"": 0.06671490371983657, ""https://example.org/narrative-character-ontology#loves"": 0.05006484158845331, ""https://example.org/narrative-character-ontology#kills"": 0.04078200262818071, ""https://example.org/narrative-character-ontology#hates"": 0.04928865816307248, ""https://example.org/narrative-character-ontology#guides"": 0.09764004896768498, ""https://example.org/narrative-character-ontology#follows"": 0.08335300172429536, ""https://example.org/narrative-character-ontology#fears"": 0.07060274304246833, ""https://example.org/narrative-character-ontology#distrusts"": 0.10242586919291528, ""https://example.org/narrative-character-ontology#deceives"": 0.08417098343234379, ""https://example.org/narrative-character-ontology#commands"": 0.05277583270649934, ""https://example.org/narrative-character-ontology#betrays"": 0.08238190984008704, ""https://example.org/narrative-character-ontology#attacks"": 0.06478871889248054}",nli_grouped_softmax
rel_6204_39055_6203,6204,39055,39055,39057,6203,14,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.07720082378791797, ""https://example.org/narrative-character-ontology#threatens"": 0.06852985589554288, ""https://example.org/narrative-character-ontology#protects"": 0.06960904409567345, ""https://example.org/narrative-character-ontology#loves"": 0.04974734039615107, ""https://example.org/narrative-character-ontology#kills"": 0.033529503502286756, ""https://example.org/narrative-character-ontology#hates"": 0.05295576819760339, ""https://example.org/narrative-character-ontology#guides"": 0.09477335011423473, ""https://example.org/narrative-character-ontology#follows"": 0.08894442089206545, ""https://example.org/narrative-character-ontology#fears"": 0.08331111742910596, ""https://example.org/narrative-character-ontology#distrusts"": 0.09533029278712245, ""https://example.org/narrative-character-ontology#deceives"": 0.07735175399167643, ""https://example.org/narrative-character-ontology#commands"": 0.053684744723903687, ""https://example.org/narrative-character-ontology#betrays"": 0.08122242490344933, ""https://example.org/narrative-character-ontology#attacks"": 0.07380955928326642}",nli_grouped_softmax
rel_6230_39298_6231,6230,39298,39298,39299,6231,3,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.48342209436635764, ""https://example.org/narrative-character-ontology#possessesObject"": 0.33674228598343037, ""https://example.org/narrative-character-ontology#destroysObject"": 0.05064227277125254, ""https://example.org/narrative-character-ontology#createsObject"": 0.12919334687895948}",nli_grouped_softmax
rel_6235_39333_6236,6235,39333,39333,39334,6236,3,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.465610323414993, ""https://example.org/narrative-character-ontology#possessesObject"": 0.3503474023440902, ""https://example.org/narrative-character-ontology#destroysObject"": 0.05979122039730608, ""https://example.org/narrative-character-ontology#createsObject"": 0.12425105384361071}",nli_grouped_softmax
rel_6235_39333_6237,6235,39333,39333,39334,6237,3,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.10132095508883679, ""https://example.org/narrative-character-ontology#threatens"": 0.058354439455290015, ""https://example.org/narrative-character-ontology#protects"": 0.08261503527208516, ""https://example.org/narrative-character-ontology#loves"": 0.06809013308566275, ""https://example.org/narrative-character-ontology#kills"": 0.03021481339982559, ""https://example.org/narrative-character-ontology#hates"": 0.04277648621196333, ""https://example.org/narrative-character-ontology#guides"": 0.0996527546021704, ""https://example.org/narrative-character-ontology#follows"": 0.11973553540382541, ""https://example.org/narrative-character-ontology#fears"": 0.05159829163280967, ""https://example.org/narrative-character-ontology#distrusts"": 0.06756025146612189, ""https://example.org/narrative-character-ontology#deceives"": 0.07248156937666762, ""https://example.org/narrative-character-ontology#commands"": 0.06371538550137709, ""https://example.org/narrative-character-ontology#betrays"": 0.0705265027034747, ""https://example.org/narrative-character-ontology#attacks"": 0.07135784679988959}",nli_grouped_softmax
rel_6238_39337_6239,6238,39337,39337,39340,6239,3,4,"{""https://example.org/narrative-character-ontology#usesObject"": 0.40548232025067993, ""https://example.org/narrative-character-ontology#possessesObject"": 0.3131030441366202, ""https://example.org/narrative-character-ontology#destroysObject"": 0.11093391843344091, ""https://example.org/narrative-character-ontology#createsObject"": 0.17048071717925897}",nli_grouped_softmax
rel_6238_39337_6240,6238,39337,39337,39340,6240,3,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.08362152731581983, ""https://example.org/narrative-character-ontology#threatens"": 0.07763995981503616, ""https://example.org/narrative-character-ontology#protects"": 0.0724391068351409, ""https://example.org/narrative-character-ontology#loves"": 0.07357985677986051, ""https://example.org/narrative-character-ontology#kills"": 0.0297870706399671, ""https://example.org/narrative-character-ontology#hates"": 0.050570646699773354, ""https://example.org/narrative-character-ontology#guides"": 0.09521940958580462, ""https://example.org/narrative-character-ontology#follows"": 0.08288979282636579, ""https://example.org/narrative-character-ontology#fears"": 0.04882366106388475, ""https://example.org/narrative-character-ontology#distrusts"": 0.08386687147450153, ""https://example.org/narrative-character-ontology#deceives"": 0.0807327842087941, ""https://example.org/narrative-character-ontology#commands"": 0.052997582707524596, ""https://example.org/narrative-character-ontology#betrays"": 0.081048763392164, ""https://example.org/narrative-character-ontology#attacks"": 0.08678296665536282}",nli_grouped_softmax
rel_6275_39528_6277,6275,39528,39528,39529,6277,9,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.20417262018348464, ""https://example.org/narrative-character-ontology#rulesOver"": 0.2543451940103925, ""https://example.org/narrative-character-ontology#locatedIn"": 0.13761150905753486, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.40387067674858806}",nli_grouped_softmax
rel_6276_39528_6277,6276,39528,39528,39529,6277,14,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.09688424317843469, ""https://example.org/narrative-character-ontology#rulesOver"": 0.5654466883687422, ""https://example.org/narrative-character-ontology#locatedIn"": 0.07915187372031873, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2585171947325045}",nli_grouped_softmax
rel_6280_39543_6282,6280,39543,39543,39544,6282,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.10556149809408089, ""https://example.org/narrative-character-ontology#threatens"": 0.06187486356690479, ""https://example.org/narrative-character-ontology#protects"": 0.07283524359751614, ""https://example.org/narrative-character-ontology#loves"": 0.03460711609515702, ""https://example.org/narrative-character-ontology#kills"": 0.016866161362088943, ""https://example.org/narrative-character-ontology#hates"": 0.04207155370764244, ""https://example.org/narrative-character-ontology#guides"": 0.11616328474116658, ""https://example.org/narrative-character-ontology#follows"": 0.09518078454476547, ""https://example.org/narrative-character-ontology#fears"": 0.07100919164189366, ""https://example.org/narrative-character-ontology#distrusts"": 0.09772381306164811, ""https://example.org/narrative-character-ontology#deceives"": 0.09261344526952443, ""https://example.org/narrative-character-ontology#commands"": 0.04767331600193293, ""https://example.org/narrative-character-ontology#betrays"": 0.1093386507461923, ""https://example.org/narrative-character-ontology#attacks"": 0.03648107756948627}",nli_grouped_softmax
rel_6297_39630_6298,6297,39630,39630,39632,6298,19,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.14650536578467757, ""https://example.org/narrative-character-ontology#threatens"": 0.036834938846332585, ""https://example.org/narrative-character-ontology#protects"": 0.04239675473025974, ""https://example.org/narrative-character-ontology#loves"": 0.14607677896512836, ""https://example.org/narrative-character-ontology#kills"": 0.008680979083314447, ""https://example.org/narrative-character-ontology#hates"": 0.04256269093657905, ""https://example.org/narrative-character-ontology#guides"": 0.12119063342513288, ""https://example.org/narrative-character-ontology#follows"": 0.06180751412947095, ""https://example.org/narrative-character-ontology#fears"": 0.03181578164825931, ""https://example.org/narrative-character-ontology#distrusts"": 0.11368141659112048, ""https://example.org/narrative-character-ontology#deceives"": 0.09072328117026479, ""https://example.org/narrative-character-ontology#commands"": 0.02309578064833655, ""https://example.org/narrative-character-ontology#betrays"": 0.11412635307548473, ""https://example.org/narrative-character-ontology#attacks"": 0.020501730965638666}",nli_grouped_softmax
rel_6303_39652_6306,6303,39652,39652,39653,6306,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.0881093740419527, ""https://example.org/narrative-character-ontology#threatens"": 0.05344103676453275, ""https://example.org/narrative-character-ontology#protects"": 0.050596956667527754, ""https://example.org/narrative-character-ontology#loves"": 0.22943280078199696, ""https://example.org/narrative-character-ontology#kills"": 0.025145342224526485, ""https://example.org/narrative-character-ontology#hates"": 0.06408559134016611, ""https://example.org/narrative-character-ontology#guides"": 0.08548197133028008, ""https://example.org/narrative-character-ontology#follows"": 0.045799906726287455, ""https://example.org/narrative-character-ontology#fears"": 0.06247890186383788, ""https://example.org/narrative-character-ontology#distrusts"": 0.0750701252160546, ""https://example.org/narrative-character-ontology#deceives"": 0.06358687331172815, ""https://example.org/narrative-character-ontology#commands"": 0.04597916249292079, ""https://example.org/narrative-character-ontology#betrays"": 0.061270450509952314, ""https://example.org/narrative-character-ontology#attacks"": 0.049521506728236096}",nli_grouped_softmax
rel_6304_39652_6305,6304,39652,39652,39653,6305,14,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.08981634528477507, ""https://example.org/narrative-character-ontology#threatens"": 0.053110590484078804, ""https://example.org/narrative-character-ontology#protects"": 0.05077755760317931, ""https://example.org/narrative-character-ontology#loves"": 0.22153908031567973, ""https://example.org/narrative-character-ontology#kills"": 0.022269894133947123, ""https://example.org/narrative-character-ontology#hates"": 0.05731418945351616, ""https://example.org/narrative-character-ontology#guides"": 0.08782147318166726, ""https://example.org/narrative-character-ontology#follows"": 0.05352714200793728, ""https://example.org/narrative-character-ontology#fears"": 0.05821675660691222, ""https://example.org/narrative-character-ontology#distrusts"": 0.07316292857904642, ""https://example.org/narrative-character-ontology#deceives"": 0.0629473226055843, ""https://example.org/narrative-character-ontology#commands"": 0.039700378732383385, ""https://example.org/narrative-character-ontology#betrays"": 0.08445708537795232, ""https://example.org/narrative-character-ontology#attacks"": 0.04533925563334062}",nli_grouped_softmax
rel_6303_39652_6304,6303,39652,39652,39653,6304,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.0881093740419527, ""https://example.org/narrative-character-ontology#threatens"": 0.05344103676453275, ""https://example.org/narrative-character-ontology#protects"": 0.050596956667527754, ""https://example.org/narrative-character-ontology#loves"": 0.22943280078199696, ""https://example.org/narrative-character-ontology#kills"": 0.025145342224526485, ""https://example.org/narrative-character-ontology#hates"": 0.06408559134016611, ""https://example.org/narrative-character-ontology#guides"": 0.08548197133028008, ""https://example.org/narrative-character-ontology#follows"": 0.045799906726287455, ""https://example.org/narrative-character-ontology#fears"": 0.06247890186383788, ""https://example.org/narrative-character-ontology#distrusts"": 0.0750701252160546, ""https://example.org/narrative-character-ontology#deceives"": 0.06358687331172815, ""https://example.org/narrative-character-ontology#commands"": 0.04597916249292079, ""https://example.org/narrative-character-ontology#betrays"": 0.061270450509952314, ""https://example.org/narrative-character-ontology#attacks"": 0.049521506728236096}",nli_grouped_softmax
rel_6304_39652_6303,6304,39652,39652,39653,6303,14,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.08981634528477507, ""https://example.org/narrative-character-ontology#threatens"": 0.053110590484078804, ""https://example.org/narrative-character-ontology#protects"": 0.05077755760317931, ""https://example.org/narrative-character-ontology#loves"": 0.22153908031567973, ""https://example.org/narrative-character-ontology#kills"": 0.022269894133947123, ""https://example.org/narrative-character-ontology#hates"": 0.05731418945351616, ""https://example.org/narrative-character-ontology#guides"": 0.08782147318166726, ""https://example.org/narrative-character-ontology#follows"": 0.05352714200793728, ""https://example.org/narrative-character-ontology#fears"": 0.05821675660691222, ""https://example.org/narrative-character-ontology#distrusts"": 0.07316292857904642, ""https://example.org/narrative-character-ontology#deceives"": 0.0629473226055843, ""https://example.org/narrative-character-ontology#commands"": 0.039700378732383385, ""https://example.org/narrative-character-ontology#betrays"": 0.08445708537795232, ""https://example.org/narrative-character-ontology#attacks"": 0.04533925563334062}",nli_grouped_softmax
