rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000306,global_cluster_000331,merge_component_000974,below_global_cluster_salience_percentile,0.95,66,1,1,their,their,chunk_009::cluster_074,9,9
rejected_global_cluster_000311,global_cluster_000336,merge_component_000998,below_global_cluster_salience_percentile,0.95,66,1,1,his prison,his prison,chunk_010::cluster_008,10,10
rejected_global_cluster_000312,global_cluster_000337,merge_component_001009,below_global_cluster_salience_percentile,0.95,66,1,1,any of your people,any of your people,chunk_010::cluster_019,10,10
rejected_global_cluster_000313,global_cluster_000338,merge_component_001050,below_global_cluster_salience_percentile,0.95,66,1,1,your people,your people,chunk_010::cluster_060,10,10
rejected_global_cluster_000314,global_cluster_000339,merge_component_001020,below_global_cluster_salience_percentile,0.95,66,1,1,a vain man,a vain man,chunk_010::cluster_030,10,10
rejected_global_cluster_000315,global_cluster_000340,merge_component_001022,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_010::cluster_032,10,10
rejected_global_cluster_000316,global_cluster_000341,merge_component_001041,below_global_cluster_salience_percentile,0.95,66,1,1,the wearer of the Cap,the wearer of the cap,chunk_010::cluster_051,10,10
rejected_global_cluster_000317,global_cluster_000342,merge_component_001048,below_global_cluster_salience_percentile,0.95,66,1,1,a free people,a free people,chunk_010::cluster_058,10,10
rejected_global_cluster_000318,global_cluster_000343,merge_component_001051,below_global_cluster_salience_percentile,0.95,66,1,1,anybody,anybody,chunk_010::cluster_061,10,10
rejected_global_cluster_000321,global_cluster_000346,merge_component_001060,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_010::cluster_070,10,10
rejected_global_cluster_000322,global_cluster_000347,merge_component_001061,below_global_cluster_salience_percentile,0.95,66,1,1,all the men,all the men,chunk_010::cluster_071,10,10
rejected_global_cluster_000324,global_cluster_000349,merge_component_001064,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_010::cluster_074,10,10
rejected_global_cluster_000326,global_cluster_000351,merge_component_001066,below_global_cluster_salience_percentile,0.95,66,1,1,any woman,any woman,chunk_010::cluster_076,10,10
rejected_global_cluster_000333,global_cluster_000358,merge_component_001086,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_010::cluster_096,10,10
rejected_global_cluster_000334,global_cluster_000359,merge_component_001087,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_010::cluster_097,10,10
rejected_global_cluster_000336,global_cluster_000361,merge_component_001089,below_global_cluster_salience_percentile,0.95,66,1,1,Our,our,chunk_010::cluster_099,10,10
rejected_global_cluster_000338,global_cluster_000363,merge_component_001096,below_global_cluster_salience_percentile,0.95,66,1,1,a common man,a common man,chunk_010::cluster_106,10,10
rejected_global_cluster_000341,global_cluster_000366,merge_component_001102,below_global_cluster_salience_percentile,0.95,66,1,1,No one knows it but you four,no one knows it but you four,chunk_010::cluster_112,10,10
rejected_global_cluster_000343,global_cluster_000368,merge_component_001111,below_global_cluster_salience_percentile,0.95,66,1,1,a free people,a free people,chunk_011::cluster_003,11,11
rejected_global_cluster_000344,global_cluster_000369,merge_component_001113,below_global_cluster_salience_percentile,0.95,66,1,1,anybody,anybody,chunk_011::cluster_005,11,11
rejected_global_cluster_000345,global_cluster_000370,merge_component_001119,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_011::cluster_011,11,11
rejected_global_cluster_000346,global_cluster_000371,merge_component_001122,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_011::cluster_014,11,11
rejected_global_cluster_000347,global_cluster_000372,merge_component_001123,below_global_cluster_salience_percentile,0.95,66,1,1,all the men,all the men,chunk_011::cluster_015,11,11
rejected_global_cluster_000348,global_cluster_000373,merge_component_001126,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_011::cluster_018,11,11
rejected_global_cluster_000349,global_cluster_000374,merge_component_001128,below_global_cluster_salience_percentile,0.95,66,1,1,any woman,any woman,chunk_011::cluster_020,11,11
rejected_global_cluster_000350,global_cluster_000375,merge_component_001138,below_global_cluster_salience_percentile,0.95,66,1,1,her kingdom,her kingdom,chunk_011::cluster_030,11,11
rejected_global_cluster_000353,global_cluster_000378,merge_component_001154,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_011::cluster_046,11,11
rejected_global_cluster_000354,global_cluster_000379,merge_component_001155,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_011::cluster_047,11,11
rejected_global_cluster_000355,global_cluster_000380,merge_component_001163,below_global_cluster_salience_percentile,0.95,66,1,1,a common man,a common man,chunk_011::cluster_055,11,11
rejected_global_cluster_000357,global_cluster_000382,merge_component_001178,below_global_cluster_salience_percentile,0.95,66,1,1,Omaha,omaha,chunk_011::cluster_070,11,11
rejected_global_cluster_000358,global_cluster_000383,merge_component_001181,below_global_cluster_salience_percentile,0.95,66,1,1,a balloonist,a balloonist,chunk_011::cluster_073,11,11
rejected_global_cluster_000363,global_cluster_000388,merge_component_001190,below_global_cluster_salience_percentile,0.95,66,1,1,the good people,the good people,chunk_011::cluster_083,11,11
rejected_global_cluster_000365,global_cluster_000390,merge_component_001195,below_global_cluster_salience_percentile,0.95,66,1,1,a young man,a young man,chunk_011::cluster_088,11,11
rejected_global_cluster_000366,global_cluster_000391,merge_component_001196,below_global_cluster_salience_percentile,0.95,66,1,1,a very old man,a very old man,chunk_011::cluster_089,11,11
rejected_global_cluster_000367,global_cluster_000392,merge_component_001198,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_011::cluster_092,11,11
rejected_global_cluster_000368,global_cluster_000393,merge_component_001207,below_global_cluster_salience_percentile,0.95,66,1,1,a very bad man,a very bad man,chunk_011::cluster_102,11,11
rejected_global_cluster_000369,global_cluster_000394,merge_component_001208,below_global_cluster_salience_percentile,0.95,66,1,1,a very good man,a very good man,chunk_011::cluster_103,11,11
rejected_global_cluster_000370,global_cluster_000395,merge_component_001217,below_global_cluster_salience_percentile,0.95,66,1,1,most people,most people,chunk_011::cluster_113,11,11
rejected_global_cluster_000372,global_cluster_000397,merge_component_001219,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_011::cluster_115,11,11
rejected_global_cluster_000373,global_cluster_000398,merge_component_001221,below_global_cluster_salience_percentile,0.95,66,1,1,other men,other men,chunk_011::cluster_117,11,11
rejected_global_cluster_000374,global_cluster_000399,merge_component_001222,below_global_cluster_salience_percentile,0.95,66,1,1,a great man,a great man,chunk_011::cluster_118,11,11
rejected_global_cluster_000375,global_cluster_000400,merge_component_001223,below_global_cluster_salience_percentile,0.95,66,1,1,any man,any man,chunk_011::cluster_119,11,11
rejected_global_cluster_000376,global_cluster_000401,merge_component_001225,below_global_cluster_salience_percentile,0.95,66,1,1,all these people,all these people,chunk_011::cluster_121,11,11
rejected_global_cluster_000378,global_cluster_000403,merge_component_001227,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_011::cluster_123,11,11
rejected_global_cluster_000381,global_cluster_000406,merge_component_001239,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_012::cluster_012,12,12
rejected_global_cluster_000382,global_cluster_000407,merge_component_001240,below_global_cluster_salience_percentile,0.95,66,1,1,any other city,any other city,chunk_012::cluster_013,12,12
rejected_global_cluster_000383,global_cluster_000408,merge_component_001241,below_global_cluster_salience_percentile,0.95,66,1,1,a young man,a young man,chunk_012::cluster_014,12,12
rejected_global_cluster_000384,global_cluster_000409,merge_component_001242,below_global_cluster_salience_percentile,0.95,66,1,1,a very old man,a very old man,chunk_012::cluster_015,12,12
rejected_global_cluster_000385,global_cluster_000410,merge_component_001253,below_global_cluster_salience_percentile,0.95,66,1,1,a very bad man,a very bad man,chunk_012::cluster_028,12,12
rejected_global_cluster_000386,global_cluster_000411,merge_component_001254,below_global_cluster_salience_percentile,0.95,66,1,1,a very good man,a very good man,chunk_012::cluster_029,12,12
rejected_global_cluster_000387,global_cluster_000412,merge_component_001262,below_global_cluster_salience_percentile,0.95,66,1,1,most people,most people,chunk_012::cluster_038,12,12
rejected_global_cluster_000389,global_cluster_000414,merge_component_001267,below_global_cluster_salience_percentile,0.95,66,1,1,my guests,my guests,chunk_012::cluster_043,12,12
rejected_global_cluster_000390,global_cluster_000415,merge_component_001268,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_012::cluster_044,12,12
rejected_global_cluster_000391,global_cluster_000416,merge_component_001270,below_global_cluster_salience_percentile,0.95,66,1,1,other men,other men,chunk_012::cluster_046,12,12
rejected_global_cluster_000392,global_cluster_000417,merge_component_001274,below_global_cluster_salience_percentile,0.95,66,1,1,a great man,a great man,chunk_012::cluster_050,12,12
rejected_global_cluster_000393,global_cluster_000418,merge_component_001275,below_global_cluster_salience_percentile,0.95,66,1,1,any man,any man,chunk_012::cluster_051,12,12
rejected_global_cluster_000394,global_cluster_000419,merge_component_001278,below_global_cluster_salience_percentile,0.95,66,1,1,all these people,all these people,chunk_012::cluster_054,12,12
rejected_global_cluster_000395,global_cluster_000420,merge_component_001280,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_012::cluster_056,12,12
rejected_global_cluster_000399,global_cluster_000424,merge_component_001293,below_global_cluster_salience_percentile,0.95,66,1,1,not another city in all the world that is ruled by a stuffed man,not another city in all the world that is ruled by a stuffed man,chunk_012::cluster_069,12,12
rejected_global_cluster_000400,global_cluster_000425,merge_component_001296,below_global_cluster_salience_percentile,0.95,66,1,1,a stuffed man,a stuffed man,chunk_012::cluster_072,12,12
rejected_global_cluster_000401,global_cluster_000426,merge_component_001302,below_global_cluster_salience_percentile,0.95,66,1,1,nobody,nobody,chunk_012::cluster_078,12,12
rejected_global_cluster_000402,global_cluster_000427,merge_component_001303,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_012::cluster_079,12,12
rejected_global_cluster_000405,global_cluster_000430,merge_component_001319,below_global_cluster_salience_percentile,0.95,66,1,1,someone,someone,chunk_012::cluster_096,12,12
rejected_global_cluster_000407,global_cluster_000432,merge_component_001324,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_012::cluster_101,12,12
rejected_global_cluster_000410,global_cluster_000435,merge_component_001347,below_global_cluster_salience_percentile,0.95,66,1,1,a stuffed man,a stuffed man,chunk_013::cluster_020,13,13
rejected_global_cluster_000412,global_cluster_000437,merge_component_001356,below_global_cluster_salience_percentile,0.95,66,1,1,nobody,nobody,chunk_013::cluster_029,13,13
rejected_global_cluster_000413,global_cluster_000438,merge_component_001357,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_013::cluster_030,13,13
rejected_global_cluster_000415,global_cluster_000440,merge_component_001375,below_global_cluster_salience_percentile,0.95,66,1,1,your,your,chunk_013::cluster_049,13,13
rejected_global_cluster_000416,global_cluster_000441,merge_component_001378,below_global_cluster_salience_percentile,0.95,66,1,1,someone,someone,chunk_013::cluster_052,13,13
rejected_global_cluster_000417,global_cluster_000442,merge_component_001381,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_013::cluster_055,13,13
rejected_global_cluster_000418,global_cluster_000443,merge_component_001384,below_global_cluster_salience_percentile,0.95,66,1,1,a brave man,a brave man,chunk_013::cluster_058,13,13
rejected_global_cluster_000419,global_cluster_000444,merge_component_001385,below_global_cluster_salience_percentile,0.95,66,1,1,a good man,a good man,chunk_013::cluster_059,13,13
rejected_global_cluster_000428,global_cluster_000453,merge_component_001402,below_global_cluster_salience_percentile,0.95,66,1,1,the country of the china people,the country of the china people,chunk_013::cluster_078,13,13
rejected_global_cluster_000429,global_cluster_000454,merge_component_001403,below_global_cluster_salience_percentile,0.95,66,1,1,the china people,the china people,chunk_013::cluster_079,13,13
rejected_global_cluster_000430,global_cluster_000455,merge_component_001404,below_global_cluster_salience_percentile,0.95,66,1,1,a china milkmaid milking a china cow,a china milkmaid milking a china cow,chunk_013::cluster_080,13,13
rejected_global_cluster_000435,global_cluster_000460,merge_component_001411,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_013::cluster_087,13,13
rejected_global_cluster_000436,global_cluster_000461,merge_component_001415,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_013::cluster_091,13,13
rejected_global_cluster_000437,global_cluster_000462,merge_component_001417,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_013::cluster_093,13,13
rejected_global_cluster_000442,global_cluster_000467,merge_component_001425,below_global_cluster_salience_percentile,0.95,66,1,1,"another forest, where the trees were bigger and older than any they had ever seen","another forest, where the trees were bigger and older than any they had ever seen",chunk_013::cluster_101,13,13
rejected_global_cluster_000443,global_cluster_000468,merge_component_001426,below_global_cluster_salience_percentile,0.95,66,1,1,none of the others,none of the others,chunk_013::cluster_102,13,13
rejected_global_cluster_000447,global_cluster_000472,merge_component_001441,below_global_cluster_salience_percentile,0.95,66,1,1,many houses made entirely of china and painted in the brightest colors,many houses made entirely of china and painted in the brightest colors,chunk_014::cluster_010,14,14
rejected_global_cluster_000448,global_cluster_000473,merge_component_001447,below_global_cluster_salience_percentile,0.95,66,1,1,"shepherdesses, with brightly colored bodices and golden spots all over their gowns","shepherdesses, with brightly colored bodices and golden spots all over their gowns",chunk_014::cluster_016,14,14
rejected_global_cluster_000449,global_cluster_000474,merge_component_001449,below_global_cluster_salience_percentile,0.95,66,1,1,their,their,chunk_014::cluster_019,14,14
rejected_global_cluster_000451,global_cluster_000476,merge_component_001455,below_global_cluster_salience_percentile,0.95,66,1,1,the country of the china people,the country of the china people,chunk_014::cluster_025,14,14
rejected_global_cluster_000452,global_cluster_000477,merge_component_001456,below_global_cluster_salience_percentile,0.95,66,1,1,the china people,the china people,chunk_014::cluster_026,14,14
rejected_global_cluster_000453,global_cluster_000479,merge_component_001464,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_014::cluster_034,14,14
rejected_global_cluster_000454,global_cluster_000480,merge_component_001470,below_global_cluster_salience_percentile,0.95,66,1,1,The little animals,the little animals,chunk_014::cluster_040,14,14
rejected_global_cluster_000455,global_cluster_000481,merge_component_001471,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_014::cluster_041,14,14
rejected_global_cluster_000456,global_cluster_000482,merge_component_001479,below_global_cluster_salience_percentile,0.95,66,1,1,none of the others,none of the others,chunk_014::cluster_049,14,14
rejected_global_cluster_000457,global_cluster_000483,merge_component_001482,below_global_cluster_salience_percentile,0.95,66,1,1,the great assemblage,the great assemblage,chunk_014::cluster_052,14,14
rejected_global_cluster_000460,global_cluster_000487,merge_component_001496,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_014::cluster_067,14,14
rejected_global_cluster_000462,global_cluster_000489,merge_component_001500,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_014::cluster_071,14,14
rejected_global_cluster_000464,global_cluster_000491,merge_component_001529,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_014::cluster_101,14,14
rejected_global_cluster_000465,global_cluster_000492,merge_component_001530,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_014::cluster_102,14,14
rejected_global_cluster_000467,global_cluster_000494,merge_component_001544,below_global_cluster_salience_percentile,0.95,66,1,1,the old one,the old one,chunk_014::cluster_116,14,14
rejected_global_cluster_000469,global_cluster_000496,merge_component_001564,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_015::cluster_018,15,15
rejected_global_cluster_000470,global_cluster_000497,merge_component_001571,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_015::cluster_025,15,15
rejected_global_cluster_000471,global_cluster_000498,merge_component_001604,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_015::cluster_059,15,15
rejected_global_cluster_000472,global_cluster_000499,merge_component_001605,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_015::cluster_060,15,15
rejected_global_cluster_000473,global_cluster_000500,merge_component_001617,below_global_cluster_salience_percentile,0.95,66,1,1,her loving comrades,her loving comrades,chunk_015::cluster_073,15,15
rejected_global_cluster_000474,global_cluster_000501,merge_component_001620,below_global_cluster_salience_percentile,0.95,66,1,1,the old one,the old one,chunk_015::cluster_076,15,15
